場コード,レース,枠,展示 タイム,チルト,体重,着,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,登録番号,級別,選手名,支部,出身,年齢,体重kg,F数,L数,平均ST
7,10,1,6.74,-0.5,47.0kg,5,7.17,56.9,75.86,6.7,48.84,67.44,18,39.39,54.04,13,33.48,49.11,4208,A1,三浦,永理  静岡,静岡,43,47.0,0.0,0,0.15
7,10,2,6.73,-0.5,46.5kg,3,7.08,57.55,73.58,6.97,58.06,83.87,49,33.2,47.66,18,30.77,46.75,4642,A2,松尾,夏海  香川,愛媛,34,46.5,0.0,0,0.16
7,10,3,6.77,-0.5,47.0kg,6,3.95,16.88,37.66,4.0,12.5,37.5,30,31.48,47.78,19,30.62,47.85,4720,B1,西澤,日花里  長崎,熊本,32,47.0,1.0,0,0.20
7,10,4,6.79,0.0,53.3kg,1,5.74,43.06,56.94,7.69,75.0,81.25,51,30.6,43.72,38,36.4,60.53,5161,A2,登玉,隼百  兵庫,兵庫,27,53.3,0.0,0,0.15
7,10,5,6.76,-0.5,52.0kg,2,4.83,21.11,44.44,5.5,16.67,50.0,28,28.28,41.8,58,35.98,52.8,5276,B1,大島,隆乃介  福岡,福岡,24,52.0,0.0,0,0.17
7,10,6,6.69,0.0,52.1kg,4,3.96,16.18,33.82,1.43,0.0,0.0,58,36.73,55.92,25,34.62,51.28,5328,B1,井上,慧人  福岡,福岡,22,52.1,0.0,0,0.19
7,11,1,6.68,-0.5,47.7kg,3,6.64,47.92,59.38,5.58,36.0,56.0,45,28.33,42.5,35,40.34,58.8,4804,A1,高田,ひかる  三重,三重,31,47.7,0.0,0,0.19
7,11,2,6.73,-0.5,43.5kg,1,5.78,34.41,61.29,5.64,46.43,60.71,38,38.76,55.5,66,33.96,47.17,4464,A1,山下,友貴  静岡,静岡,40,43.5,0.0,0,0.19
7,11,3,6.78,-0.5,45.0kg,4,5.28,34.0,47.0,4.67,26.67,46.67,50,27.15,43.71,71,34.93,50.72,4501,B1,樋口,由加里  岡山,岡山,38,45.0,0.0,0,0.15
7,11,4,6.78,0.0,52.0kg,5,1.39,1.85,1.85,0.86,0.0,0.0,15,28.48,45.57,76,31.03,46.8,5422,B2,真田,聖也  埼玉,埼玉,24,52.0,1.0,0,0.14
7,11,5,6.71,0.0,52.7kg,2,6.11,41.07,63.39,7.29,58.82,64.71,21,38.31,60.7,41,31.72,51.61,5160,A2,藤森,陸斗  福岡,福岡,27,52.7,0.0,0,0.15
7,11,6,6.77,-0.5,52.0kg,6,3.13,11.43,22.86,0.0,0.0,0.0,37,24.68,40.91,50,32.64,48.76,5386,B1,米玉利,大悟  兵庫,兵庫,20,52.0,0.0,0,0.19
7,12,1,6.69,-0.5,45.0kg,2,6.02,40.74,59.26,0.0,0.0,0.0,27,36.55,51.41,27,33.33,52.14,5118,A2,野田,なづき  佐賀,佐賀,25,45.0,0.0,0,0.18
7,12,2,6.76,-0.5,47.0kg,1,6.27,43.33,60.0,6.48,47.73,63.64,11,29.57,44.62,69,30.85,46.28,4450,A2,平高,奈菜  香川,愛媛,38,47.0,0.0,0,0.16
7,12,3,6.76,-0.5,47.0kg,3,3.57,10.45,23.88,2.1,0.0,9.52,19,35.11,53.19,53,41.13,54.55,5254,B1,羽田,妃希  愛知,愛知,23,47.0,0.0,0,0.22
7,12,4,6.78,0.0,52.1kg,4,6.41,49.47,66.32,6.81,51.85,70.37,43,27.35,45.3,54,31.08,45.95,5150,A1,坂本,雄紀  群馬,群馬,31,52.1,0.0,0,0.14
7,12,5,6.74,0.0,53.2kg,5,1.52,2.38,2.38,1.14,0.0,0.0,35,37.97,53.59,23,31.96,44.33,5402,B2,塚越,陸斗  群馬,群馬,23,53.2,1.0,0,0.20
7,12,6,6.71,-0.5,51.5kg,6,4.42,28.81,37.29,4.21,29.51,37.7,63,40.91,57.07,64,31.28,50.71,5319,B1,近藤,颯斗  愛知,愛知,25,51.5,1.0,0,0.13
8,1,1,6.8,0.0,53.0kg,1,6.37,50.0,65.67,4.93,28.57,57.14,49,27.03,41.22,66,0.0,0.0,3965,A2,北中,元樹  滋賀,滋賀,47,53.0,0.0,0,0.17
8,1,2,6.78,0.0,47.7kg,2,4.63,23.08,45.05,4.5,12.5,25.0,28,29.27,51.22,70,0.0,0.0,3175,B1,渡辺,千草  東京,神奈川,62,47.7,0.0,0,0.16
8,1,3,6.8,0.0,52.0kg,3,3.81,15.15,30.3,4.0,0.0,33.33,21,37.8,57.32,17,0.0,0.0,3224,B1,栗山,繁洋  佐賀,佐賀,61,52.0,0.0,0,0.19
8,1,4,6.73,0.0,50.5kg,6,4.47,29.87,37.66,3.74,10.53,31.58,55,26.71,45.89,45,0.0,0.0,5022,B1,伊藤,尚汰  福岡,福岡,31,50.5,0.0,0,0.16
8,1,5,6.75,0.0,53.1kg,5,4.3,14.58,36.46,3.73,13.64,31.82,41,31.68,49.07,21,0.0,0.0,4405,B1,南野,利騰  福井,石川,41,53.1,0.0,0,0.16
8,1,6,6.74,0.0,51.1kg,4,1.2,0.0,0.0,1.0,0.0,0.0,47,36.36,55.76,41,0.0,0.0,5380,B2,野田,亜湖  徳島,徳島,21,51.1,0.0,0,0.30
8,2,1,6.68,0.0,52.0kg,1,5.18,31.87,50.55,5.34,34.0,54.0,10,41.62,55.49,26,0.0,0.0,4731,B1,間野,兼礼  愛知,愛知,37,52.0,1.0,0,0.15
8,2,2,6.67,0.0,54.9kg,2,5.28,35.21,47.89,5.0,21.43,42.86,6,32.05,47.44,11,0.0,0.0,4498,B1,宮本,夏樹  長崎,長崎,38,54.9,0.0,0,0.17
8,2,3,6.75,0.0,46.5kg,5,5.42,32.46,55.26,5.84,36.0,60.0,51,37.13,52.69,63,0.0,0.0,4819,A2,蜂須,瑞生  群馬,群馬,35,46.5,1.0,0,0.16
8,2,4,6.73,0.0,45.5kg,6,5.81,41.94,60.22,6.0,33.33,66.67,29,35.85,56.6,64,0.0,0.0,4419,B1,原,加央理  埼玉,埼玉,38,45.5,0.0,0,0.16
8,2,5,6.78,0.0,56.4kg,4,4.01,18.89,32.22,2.08,0.0,0.0,16,40.46,56.65,62,0.0,0.0,3701,B1,大西,隆洋  香川,愛媛,53,56.4,0.0,0,0.16
8,2,6,6.74,0.0,50.0kg,3,3.96,18.18,33.77,3.63,25.0,25.0,24,33.14,46.15,28,0.0,0.0,5377,B1,鳥居塚,嶺王  群馬,群馬,22,50.0,0.0,0,0.15
8,3,1,6.76,0.0,55.8kg,1,6.29,45.11,63.16,6.71,54.17,79.17,17,28.75,45.63,57,0.0,0.0,4261,A1,岡,祐臣  三重,三重,42,55.8,0.0,0,0.16
8,3,2,6.76,0.0,53.5kg,4,4.13,22.22,35.19,4.8,30.0,50.0,15,29.22,51.95,36,0.0,0.0,4693,B1,松下,誉士  福岡,福岡,42,53.5,0.0,0,0.20
8,3,3,6.78,0.5,45.0kg,5,2.62,7.78,18.89,1.78,0.0,11.11,43,36.97,48.48,61,0.0,0.0,5322,B2,根岸,真優  埼玉,埼玉,24,45.0,0.0,0,0.22
8,3,4,6.77,-0.5,53.0kg,3,5.88,39.13,58.26,5.13,31.25,43.75,30,41.92,61.08,24,0.0,0.0,5055,A2,眞鳥,章太  長崎,長崎,30,53.0,0.0,0,0.15
8,3,5,6.75,-0.5,45.5kg,6,3.98,18.58,36.28,2.32,5.26,10.53,36,29.88,53.05,19,0.0,0.0,5340,B1,樋江井,舞  愛知,愛知,24,45.5,0.0,0,0.18
8,3,6,6.75,0.0,51.5kg,2,3.93,19.75,30.86,3.0,20.0,20.0,37,32.93,49.39,69,0.0,0.0,5294,B1,豊田,祥生  静岡,静岡,24,51.5,0.0,0,0.17
8,4,1,6.82,0.0,54.9kg,3,3.51,11.11,23.81,5.86,57.14,57.14,50,34.84,48.39,23,0.0,0.0,3873,A2,別府,昌樹  広島,広島,50,54.9,0.0,0,0.16
8,4,2,6.71,0.0,52.0kg,1,4.85,27.0,46.0,3.08,16.67,16.67,7,34.34,52.41,59,0.0,0.0,4487,B1,三原,司  福岡,福岡,40,52.0,0.0,0,0.18
8,4,3,6.78,0.0,52.6kg,2,3.13,7.96,16.81,1.46,0.0,0.0,19,34.12,55.88,20,0.0,0.0,5345,B1,牧村,俊輝  愛知,岐阜,22,52.6,0.0,0,0.20
8,4,4,6.76,0.0,53.8kg,4,4.38,21.9,34.29,3.17,0.0,33.33,25,29.48,48.55,25,0.0,0.0,3680,B1,森林,太  長崎,長崎,53,53.8,0.0,0,0.19
8,4,5,6.76,0.0,52.1kg,6,4.13,20.22,32.58,4.34,20.45,38.64,20,32.93,48.78,67,0.0,0.0,4752,B1,西尾,亮輔  愛知,愛知,38,52.1,0.0,0,0.17
8,4,6,6.68,0.0,55.5kg,5,6.13,46.6,59.22,7.47,63.89,75.0,59,38.75,56.25,27,0.0,0.0,5026,A1,安河内,健  佐賀,佐賀,30,55.5,0.0,0,0.15
8,5,1,6.7,0.0,54.4kg,3,5.34,32.06,51.15,6.56,52.0,76.0,57,29.22,46.75,22,0.0,0.0,4122,A2,安東,幸治  福岡,福岡,44,54.4,0.0,0,0.16
8,5,2,6.73,0.0,53.3kg,6,4.5,25.74,35.64,4.48,29.55,40.91,31,41.57,53.01,71,0.0,0.0,4876,B1,梅木,敬太  福井,福井,31,53.3,0.0,0,0.18
8,5,3,6.77,0.0,51.5kg,1,4.42,24.71,43.53,4.43,24.32,40.54,12,44.72,64.6,60,0.0,0.0,4837,B1,酒井,陽祐  愛知,愛知,37,51.5,0.0,0,0.15
8,5,4,6.75,0.0,52.1kg,2,4.62,26.67,38.89,0.0,0.0,0.0,9,44.51,57.32,16,0.0,0.0,5172,B1,田村,慶  徳島,徳島,25,52.1,0.0,0,0.20
8,5,5,6.77,0.0,52.0kg,5,6.43,49.65,63.64,7.24,64.0,72.0,45,29.27,47.56,43,0.0,0.0,4102,A1,益田,啓司  福岡,大分,47,52.0,0.0,0,0.15
8,5,6,6.69,2.0,54.4kg,4,5.24,32.77,48.74,4.37,21.05,36.84,58,32.72,46.91,37,0.0,0.0,5229,A2,吉川,晴人  滋賀,滋賀,23,54.4,0.0,0,0.15
8,6,1,6.79,0.5,55.6kg,2,6.28,44.54,58.82,7.14,57.14,76.19,26,36.63,51.74,48,0.0,0.0,3908,A1,重成,一人  香川,香川,47,55.6,0.0,0,0.14
8,6,2,6.73,0.0,50.0kg,1,3.96,18.18,33.77,3.63,25.0,25.0,24,33.14,46.15,28,0.0,0.0,5377,B1,鳥居塚,嶺王  群馬,群馬,22,50.0,0.0,0,0.15
8,6,3,6.78,0.0,54.3kg,4,3.63,16.13,25.81,3.9,17.24,27.59,42,39.63,56.1,13,0.0,0.0,4034,B1,西原,明生  香川,愛媛,47,54.3,0.0,0,0.18
8,6,4,6.76,0.0,54.9kg,5,5.28,35.21,47.89,5.0,21.43,42.86,6,32.05,47.44,11,0.0,0.0,4498,B1,宮本,夏樹  長崎,長崎,38,54.9,0.0,0,0.17
8,6,5,6.8,0.0,54.9kg,6,3.96,19.51,35.37,4.56,25.0,37.5,32,31.14,45.51,65,0.0,0.0,3869,B1,井芹,大志  福岡,熊本,50,54.9,0.0,0,0.17
8,6,6,6.76,0.0,52.2kg,3,6.18,42.38,65.56,5.47,29.41,47.06,3,46.06,59.39,40,0.0,0.0,5216,A2,長谷川,晴哉  群馬,群馬,26,52.2,0.0,0,0.15
8,7,1,6.79,0.0,46.5kg,2,5.42,32.46,55.26,5.84,36.0,60.0,51,37.13,52.69,63,0.0,0.0,4819,A2,蜂須,瑞生  群馬,群馬,35,46.5,1.0,0,0.16
8,7,2,6.75,0.5,48.6kg,1,3.88,18.49,31.93,2.6,8.0,20.0,52,34.76,53.66,14,0.0,0.0,5291,B1,三嶌,こころ  香川,香川,24,48.6,0.0,0,0.19
8,7,3,6.79,-0.5,45.5kg,5,3.98,18.58,36.28,2.32,5.26,10.53,36,29.88,53.05,19,0.0,0.0,5340,B1,樋江井,舞  愛知,愛知,24,45.5,0.0,0,0.18
8,7,4,6.77,0.0,51.1kg,6,1.2,0.0,0.0,1.0,0.0,0.0,47,36.36,55.76,41,0.0,0.0,5380,B2,野田,亜湖  徳島,徳島,21,51.1,0.0,0,0.30
8,7,5,6.8,0.0,47.7kg,3,4.63,23.08,45.05,4.5,12.5,25.0,28,29.27,51.22,70,0.0,0.0,3175,B1,渡辺,千草  東京,神奈川,62,47.7,0.0,0,0.16
8,7,6,6.81,0.5,45.0kg,4,2.62,7.78,18.89,1.78,0.0,11.11,43,36.97,48.48,61,0.0,0.0,5322,B2,根岸,真優  埼玉,埼玉,24,45.0,0.0,0,0.22
8,8,1,6.73,0.0,52.1kg,1,4.13,20.22,32.58,4.34,20.45,38.64,20,32.93,48.78,67,0.0,0.0,4752,B1,西尾,亮輔  愛知,愛知,38,52.1,0.0,0,0.17
8,8,2,6.76,0.0,52.0kg,2,3.81,15.15,30.3,4.0,0.0,33.33,21,37.8,57.32,17,0.0,0.0,3224,B1,栗山,繁洋  佐賀,佐賀,61,52.0,0.0,0,0.19
8,8,3,6.79,0.0,53.8kg,5,4.38,21.9,34.29,3.17,0.0,33.33,25,29.48,48.55,25,0.0,0.0,3680,B1,森林,太  長崎,長崎,53,53.8,0.0,0,0.19
8,8,4,6.79,0.5,56.4kg,3,4.01,18.89,32.22,2.08,0.0,0.0,16,40.46,56.65,62,0.0,0.0,3701,B1,大西,隆洋  香川,愛媛,53,56.4,0.0,0,0.16
8,8,5,6.83,0.0,53.5kg,4,4.13,22.22,35.19,4.8,30.0,50.0,15,29.22,51.95,36,0.0,0.0,4693,B1,松下,誉士  福岡,福岡,42,53.5,0.0,0,0.20
8,8,6,6.76,0.0,46.5kg,6,1.26,0.0,0.0,1.0,0.0,0.0,38,31.33,46.99,15,0.0,0.0,5436,B2,市川,瑚幸  東京,神奈川,21,46.5,,,
8,9,1,6.78,0.0,53.6kg,1,5.59,35.34,56.03,5.97,40.51,58.23,11,25.97,44.81,34,0.0,0.0,4215,A2,吉島,祥之  愛知,愛知,41,53.6,0.0,0,0.15
8,9,2,6.76,0.0,51.5kg,5,3.93,19.75,30.86,3.0,20.0,20.0,37,32.93,49.39,69,0.0,0.0,5294,B1,豊田,祥生  静岡,静岡,24,51.5,0.0,0,0.17
8,9,3,6.77,0.0,52.1kg,3,4.62,26.67,38.89,0.0,0.0,0.0,9,44.51,57.32,16,0.0,0.0,5172,B1,田村,慶  徳島,徳島,25,52.1,0.0,0,0.20
8,9,4,6.8,0.0,53.1kg,2,4.3,14.58,36.46,3.73,13.64,31.82,41,31.68,49.07,21,0.0,0.0,4405,B1,南野,利騰  福井,石川,41,53.1,0.0,0,0.16
8,9,5,6.76,0.0,50.5kg,4,4.47,29.87,37.66,3.74,10.53,31.58,55,26.71,45.89,45,0.0,0.0,5022,B1,伊藤,尚汰  福岡,福岡,31,50.5,0.0,0,0.16
8,9,6,6.81,0.0,52.6kg,6,3.13,7.96,16.81,1.46,0.0,0.0,19,34.12,55.88,20,0.0,0.0,5345,B1,牧村,俊輝  愛知,岐阜,22,52.6,0.0,0,0.20
8,10,1,6.72,0.0,55.5kg,1,6.13,46.6,59.22,7.47,63.89,75.0,59,38.75,56.25,27,0.0,0.0,5026,A1,安河内,健  佐賀,佐賀,30,55.5,0.0,0,0.15
8,10,2,6.81,0.5,55.6kg,3,6.28,44.54,58.82,7.14,57.14,76.19,26,36.63,51.74,48,0.0,0.0,3908,A1,重成,一人  香川,香川,47,55.6,0.0,0,0.14
8,10,3,6.8,0.0,54.4kg,4,5.34,32.06,51.15,6.56,52.0,76.0,57,29.22,46.75,22,0.0,0.0,4122,A2,安東,幸治  福岡,福岡,44,54.4,0.0,0,0.16
8,10,4,6.75,0.0,52.0kg,5,5.18,31.87,50.55,5.34,34.0,54.0,10,41.62,55.49,26,0.0,0.0,4731,B1,間野,兼礼  愛知,愛知,37,52.0,1.0,0,0.15
8,10,5,6.74,0.0,51.5kg,2,4.42,24.71,43.53,4.43,24.32,40.54,12,44.72,64.6,60,0.0,0.0,4837,B1,酒井,陽祐  愛知,愛知,37,51.5,0.0,0,0.15
8,10,6,6.78,-0.5,53.0kg,6,5.88,39.13,58.26,5.13,31.25,43.75,30,41.92,61.08,24,0.0,0.0,5055,A2,眞鳥,章太  長崎,長崎,30,53.0,0.0,0,0.15
8,11,1,6.74,0.0,52.2kg,1,6.18,42.38,65.56,5.47,29.41,47.06,3,46.06,59.39,40,0.0,0.0,5216,A2,長谷川,晴哉  群馬,群馬,26,52.2,0.0,0,0.15
8,11,2,6.74,0.0,52.0kg,2,6.43,49.65,63.64,7.24,64.0,72.0,45,29.27,47.56,43,0.0,0.0,4102,A1,益田,啓司  福岡,大分,47,52.0,0.0,0,0.15
8,11,3,6.79,0.0,45.5kg,3,5.81,41.94,60.22,6.0,33.33,66.67,29,35.85,56.6,64,0.0,0.0,4419,B1,原,加央理  埼玉,埼玉,38,45.5,0.0,0,0.16
8,11,4,6.82,0.0,54.9kg,4,3.51,11.11,23.81,5.86,57.14,57.14,50,34.84,48.39,23,0.0,0.0,3873,A2,別府,昌樹  広島,広島,50,54.9,0.0,0,0.16
8,11,5,6.77,0.0,55.8kg,5,6.29,45.11,63.16,6.71,54.17,79.17,17,28.75,45.63,57,0.0,0.0,4261,A1,岡,祐臣  三重,三重,42,55.8,0.0,0,0.16
8,11,6,6.77,0.0,53.3kg,6,4.5,25.74,35.64,4.48,29.55,40.91,31,41.57,53.01,71,0.0,0.0,4876,B1,梅木,敬太  福井,福井,31,53.3,0.0,0,0.18
8,12,1,6.77,-0.5,53.3kg,1,6.47,45.08,63.93,7.24,56.1,78.05,39,39.61,53.9,44,0.0,0.0,4732,A1,堀本,和也  徳島,徳島,37,53.3,0.0,0,0.11
8,12,2,6.76,0.5,46.5kg,3,6.53,48.28,67.82,6.96,57.45,68.09,40,32.03,50.33,39,0.0,0.0,4546,A1,浜田,亜理沙  埼玉,広島,38,46.5,0.0,0,0.16
8,12,3,6.7,0.0,52.0kg,2,7.08,47.54,66.39,7.0,37.5,56.25,14,48.5,65.87,18,0.0,0.0,3959,A1,坪井,康晴  静岡,静岡,48,52.0,0.0,0,0.14
8,12,4,6.74,0.5,52.0kg,4,6.5,47.01,61.54,6.61,51.61,67.74,60,31.93,50.6,35,0.0,0.0,4391,A1,松田,祐季  福井,福井,40,52.0,0.0,0,0.17
8,12,5,6.75,0.0,51.5kg,5,5.62,31.46,57.3,2.71,14.29,14.29,35,46.15,64.5,47,0.0,0.0,5303,B1,土井,歩夢  福岡,福岡,23,51.5,0.0,0,0.17
8,12,6,6.76,0.0,52.0kg,6,5.28,35.2,50.4,6.05,41.46,63.41,4,31.33,46.99,46,0.0,0.0,4163,A2,山崎,裕司  広島,広島,44,52.0,0.0,0,0.17
9,1,1,6.83,0.0,53.3kg,2,5.78,44.44,56.79,5.22,44.44,55.56,23,28.26,45.65,36,34.25,47.95,5134,A2,大原,祥昌  広島,広島,26,53.3,0.0,0,0.15
9,1,2,6.87,-0.5,52.1kg,5,5.51,33.77,58.44,7.06,55.56,77.78,65,28.87,46.39,51,31.33,49.4,3838,B1,伊藤,啓三  埼玉,埼玉,51,52.1,0.0,0,0.16
9,1,3,6.84,0.0,53.4kg,6,5.46,36.17,52.13,6.44,44.44,77.78,18,35.56,55.56,23,30.23,41.86,5243,B1,三馬,崇史  広島,広島,25,53.4,0.0,0,0.17
9,1,4,6.87,-0.5,55.0kg,4,4.48,24.0,41.33,0.0,0.0,0.0,62,33.02,44.34,21,37.38,51.4,4022,B1,待鳥,雄紀  福岡,福岡,46,55.0,0.0,0,0.16
9,1,5,6.89,0.0,52.8kg,1,5.55,40.18,53.57,5.59,37.84,54.05,13,33.7,46.74,24,35.09,46.49,3550,B1,都築,正治  愛知,愛知,55,52.8,0.0,0,0.16
9,1,6,6.86,-0.5,53.1kg,3,5.23,31.68,49.5,5.0,25.0,50.0,11,26.32,45.26,47,30.21,43.75,4485,B1,楠原,正剛  福岡,福岡,40,53.1,1.0,0,0.16
9,2,1,6.78,0.0,51.5kg,1,3.9,19.67,34.43,2.39,8.11,12.16,38,43.01,60.22,25,35.24,50.48,5354,B1,渡邊,雄斗  三重,宮崎,21,51.5,0.0,0,0.19
9,2,2,6.88,0.0,52.0kg,3,5.1,27.78,44.44,4.61,11.11,50.0,35,36.73,60.2,70,36.04,47.75,5232,B1,樅山,拓馬  愛知,愛知,28,52.0,0.0,0,0.16
9,2,3,6.95,0.0,60.3kg,6,3.87,16.33,31.63,3.75,25.0,37.5,46,33.63,45.13,55,28.42,51.58,3797,B1,岩井,繁  広島,広島,53,60.3,0.0,0,0.20
9,2,4,6.9,0.0,55.5kg,2,3.64,13.64,28.79,3.48,12.0,28.0,33,30.83,50.83,27,26.67,44.44,4097,B1,貫地谷,直人  広島,広島,44,55.5,0.0,0,0.22
9,2,5,6.92,0.0,51.5kg,5,4.38,19.23,39.74,4.33,33.33,44.44,61,34.26,48.15,41,21.35,35.96,4252,B1,松下,哲也  福岡,福岡,43,51.5,0.0,0,0.19
9,2,6,6.87,-0.5,52.0kg,4,2.48,0.0,20.0,0.0,0.0,0.0,70,33.63,51.33,37,36.54,55.77,5467,B2,野村,羽玖  大阪,大阪,19,52.0,,,
9,3,1,6.86,0.0,54.2kg,1,3.76,10.71,30.95,4.48,23.81,40.48,55,34.04,44.68,65,30.3,45.45,4565,B1,西村,豪洋  愛知,愛知,38,54.2,0.0,0,0.18
9,3,2,6.85,0.0,52.0kg,2,5.89,44.44,58.97,5.63,30.0,56.67,64,34.86,49.54,46,37.74,56.6,4057,A2,松井,賢治  兵庫,兵庫,47,52.0,0.0,0,0.15
9,3,3,6.86,0.0,52.0kg,3,6.28,43.09,56.91,6.97,55.94,72.03,40,41.51,56.6,29,38.24,59.8,4754,A2,松尾,充  三重,三重,37,52.0,0.0,0,0.15
9,3,4,6.94,-0.5,56.3kg,6,2.29,0.0,4.76,3.0,14.29,28.57,20,33.33,44.44,50,25.29,42.53,3419,B2,栗原,謙治  群馬,群馬,56,56.3,0.0,0,0.22
9,3,5,6.88,0.0,52.1kg,5,5.27,33.03,49.54,6.47,46.67,73.33,60,32.58,52.81,17,36.0,50.0,4904,B1,松本,一毅  大阪,大阪,31,52.1,0.0,0,0.17
9,3,6,6.83,0.0,52.0kg,4,6.34,50.7,66.2,5.91,45.45,63.64,56,37.63,62.37,60,33.98,46.6,4506,A1,稗田,聖也  福岡,福岡,38,52.0,0.0,0,0.14
9,4,1,6.86,-0.5,52.0kg,4,4.96,30.14,42.47,2.83,16.67,33.33,72,35.71,56.35,68,25.32,39.24,3742,B1,宮地,秀祈  福岡,福岡,51,52.0,0.0,0,0.18
9,4,2,6.83,0.0,53.3kg,5,5.37,31.51,50.68,4.05,10.53,42.11,19,21.01,47.06,49,41.9,56.19,4458,B1,抹香,雄三  広島,広島,40,53.3,0.0,0,0.15
9,4,3,6.84,-0.5,54.1kg,1,6.28,47.32,66.07,4.59,23.53,47.06,17,21.62,36.94,74,33.65,43.27,4228,A2,吉田,慎二郎  愛知,岐阜,43,54.1,0.0,0,0.17
9,4,4,6.88,0.0,52.0kg,6,4.63,25.0,43.06,3.04,7.69,15.38,29,32.14,47.62,30,36.79,50.94,4527,B1,高野,心吾  愛知,愛知,38,52.0,0.0,0,0.17
9,4,5,6.77,-0.5,52.1kg,2,6.85,43.48,61.96,8.4,90.0,90.0,68,30.25,42.86,20,28.32,47.79,4168,A1,石野,貴之  大阪,大阪,44,52.1,1.0,0,0.14
9,4,6,6.8,0.0,55.0kg,3,6.16,45.6,60.0,5.44,34.38,53.13,71,29.29,49.49,12,32.71,42.06,4000,A2,松本,博昭  広島,広島,49,55.0,0.0,0,0.17
9,5,1,6.9,0.0,52.1kg,1,6.87,51.52,74.75,5.21,29.17,45.83,53,33.33,47.92,16,36.27,54.9,3813,A1,佐藤,大介  愛知,愛知,50,52.1,0.0,0,0.16
9,5,2,6.89,0.0,53.3kg,6,4.52,24.64,37.68,5.33,35.51,54.21,36,37.21,55.81,58,25.81,44.09,3842,B1,星野,太郎  三重,三重,50,53.3,0.0,0,0.19
9,5,3,6.88,-0.5,55.0kg,3,4.48,24.0,41.33,0.0,0.0,0.0,62,33.02,44.34,21,37.38,51.4,4022,B1,待鳥,雄紀  福岡,福岡,46,55.0,0.0,0,0.16
9,5,4,6.85,0.0,52.9kg,4,4.72,28.89,43.33,5.48,35.0,60.0,51,43.52,58.33,63,32.35,47.06,3350,B1,藤本,佳史  山口,山口,58,52.9,0.0,0,0.17
9,5,5,6.83,0.0,52.0kg,5,5.53,34.62,55.13,5.2,30.0,50.0,41,46.36,65.45,52,30.53,49.47,3828,B1,明石,正之  兵庫,兵庫,52,52.0,0.0,0,0.16
9,5,6,6.8,0.0,52.0kg,2,3.97,13.92,31.65,0.0,0.0,0.0,30,30.97,43.36,56,46.08,64.71,4665,B1,加藤,啓太  愛知,愛知,42,52.0,0.0,0,0.17
9,6,1,6.87,0.0,53.7kg,1,4.47,20.59,38.24,4.73,18.18,54.55,31,36.79,57.55,44,33.63,44.25,4905,B1,土井,祥伍  大阪,大阪,31,53.7,0.0,0,0.21
9,6,2,6.95,0.0,52.0kg,6,4.85,28.21,46.15,4.83,27.78,44.44,12,17.53,29.9,19,29.03,45.16,5376,B1,吉田,一心  大阪,大阪,22,52.0,0.0,0,0.17
9,6,3,6.86,0.0,52.0kg,4,5.95,38.55,65.06,4.84,31.58,47.37,24,41.11,64.44,38,34.62,54.81,4890,A2,石川,諒  山口,山口,37,52.0,0.0,0,0.14
9,6,4,7.02,0.0,60.3kg,5,3.87,16.33,31.63,3.75,25.0,37.5,46,33.63,45.13,55,28.42,51.58,3797,B1,岩井,繁  広島,広島,53,60.3,0.0,0,0.20
9,6,5,6.91,-0.5,54.7kg,2,5.5,30.26,50.0,4.36,28.57,35.71,32,38.64,62.5,72,31.18,50.54,3717,A2,立間,充宏  岡山,岡山,51,54.7,0.0,0,0.18
9,6,6,6.84,0.0,52.4kg,3,6.81,49.55,69.37,6.53,53.33,68.89,37,43.81,60.0,57,36.61,52.68,4002,A1,古結,宏  兵庫,兵庫,48,52.4,0.0,0,0.14
9,7,1,6.87,-0.5,52.8kg,1,5.55,40.18,53.57,5.59,37.84,54.05,13,33.7,46.74,24,35.09,46.49,3550,B1,都築,正治  愛知,愛知,55,52.8,0.0,0,0.16
9,7,2,6.96,-0.5,52.8kg,4,6.26,38.14,52.58,6.44,25.0,56.25,39,40.95,52.38,69,34.26,53.7,3721,A1,守田,俊介  滋賀,京都,50,52.8,0.0,0,0.13
9,7,3,6.83,0.0,53.7kg,2,5.48,34.88,52.33,6.05,47.62,57.14,21,40.0,55.0,14,19.23,34.62,4709,A2,岡村,将也  福岡,福岡,37,53.7,1.0,0,0.15
9,7,4,6.92,0.0,52.0kg,5,5.1,27.78,44.44,4.61,11.11,50.0,35,36.73,60.2,70,36.04,47.75,5232,B1,樅山,拓馬  愛知,愛知,28,52.0,0.0,0,0.16
9,7,5,6.91,-0.5,51.5kg,6,4.99,26.92,44.87,5.65,30.0,60.0,58,35.92,50.49,45,38.78,52.04,3696,B1,白井,友晴  埼玉,埼玉,54,51.5,0.0,0,0.17
9,7,6,6.94,-0.5,56.3kg,3,2.29,0.0,4.76,3.0,14.29,28.57,20,33.33,44.44,50,25.29,42.53,3419,B2,栗原,謙治  群馬,群馬,56,56.3,0.0,0,0.22
9,8,1,6.91,-0.5,51.5kg,5,4.38,19.23,39.74,4.33,33.33,44.44,61,34.26,48.15,41,21.35,35.96,4252,B1,松下,哲也  福岡,福岡,43,51.5,0.0,0,0.19
