場コード,レース,枠,展示 タイム,チルト,体重,着,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,登録番号,級別,選手名,支部,出身,年齢,体重kg,F数,L数,平均ST,級別_num,is_win,展示順位,全国勝率順位,当地勝率順位,モーター順位,ボート順位,平均ST順位,展示平均との差,全国勝率平均との差,当地勝率平均との差,モーター平均との差,ボート平均との差,インコース,F持ち,軽量,展示1位,モーター上位,全国勝率上位,PAMU指数,PAMU指数V2,PAMU順位,AI_1着確率,AI_1着確率%,AI確率,AI確率%
1,1,1,6.77,0.0,52.0kg,4,3.71,11.24,28.09,4.32,15.83,40.0,51,28.81,38.98,53,25.56,40.6,3827,B1,今泉,徹  群馬,群馬,52,52.0,0.0,0.0,0.17,2,0,5.0,6.0,4.0,4.0,5.0,3.0,0.0350000000000001,-1.25,-0.753333333333333,-1.8450000000000024,-6.336666666666666,1,0,1,0,0,0,121.0,85.30000000000001,5.0,0.092,9.2,0.2346938775510204,23.5
1,1,2,6.72,-0.5,56.0kg,2,5.72,36.78,58.62,5.9,40.0,65.0,24,36.3,64.38,68,28.57,44.29,4214,B1,林,祐介  岡山,岡山,41,56.0,0.0,0.0,0.16,2,0,2.0,3.0,2.0,2.0,4.0,1.0,-0.0149999999999996,0.7599999999999998,0.8266666666666671,5.644999999999996,-3.3266666666666644,0,0,0,0,1,0,177.0,116.3,1.0,0.154,15.4,0.39285714285714285,39.3
1,1,3,6.72,-0.5,56.2kg,1,4.1,14.08,33.8,4.6,20.0,50.0,47,30.14,44.52,45,41.79,59.7,3748,B1,小黒,竜吾  埼玉,埼玉,50,56.2,1.0,0.0,0.16,2,1,2.0,5.0,3.0,3.0,1.0,1.0,-0.0149999999999996,-0.8600000000000003,-0.4733333333333336,-0.5150000000000006,9.893333333333334,0,1,0,0,0,0,141.0,97.5,4.0,0.028,2.8,0.07142857142857142,7.1
1,1,4,6.82,-0.5,55.2kg,3,4.25,23.19,31.88,4.13,12.5,37.5,25,25.26,37.89,12,31.11,46.67,5268,B1,山本,幸也  福岡,福岡,25,55.2,0.0,0.0,0.2,2,0,6.0,4.0,6.0,5.0,3.0,6.0,0.0850000000000008,-0.71,-0.9433333333333334,-5.395,-0.7866666666666653,0,0,0,0,0,0,73.0,78.3,6.0,0.008,0.8,0.02040816326530612,2.0
1,1,5,6.63,0.0,52.0kg,6,5.86,40.79,55.26,4.27,9.09,45.45,19,25.25,37.37,65,23.91,39.13,3769,A2,佐竹,恒彦  滋賀,滋賀,52,52.0,0.0,0.0,0.17,3,0,1.0,2.0,5.0,6.0,6.0,3.0,-0.1049999999999995,0.9000000000000004,-0.8033333333333337,-5.405000000000001,-7.986666666666665,0,0,1,1,0,1,123.0,111.19999999999999,2.0,0.03,3.0,0.07653061224489795,7.7
1,1,6,6.75,-0.5,53.8kg,5,6.12,45.45,62.34,7.22,55.56,80.56,33,38.17,53.44,60,40.44,51.47,3872,A2,岡田,憲行  大阪,大阪,50,53.8,0.0,0.0,0.18,3,0,4.0,1.0,1.0,1.0,2.0,5.0,0.0150000000000005,1.16,2.1466666666666665,7.515000000000001,8.543333333333333,0,0,0,0,1,1,130.0,109.9,3.0,0.08,8.0,0.20408163265306123,20.4
1,2,1,6.66,-0.5,57.5kg,1,4.28,17.65,33.82,3.31,7.69,30.77,28,38.58,55.91,17,35.92,56.34,4010,B1,越智,照浩  香川,愛媛,46,57.5,0.0,0.0,0.17,2,1,3.0,6.0,4.0,3.0,4.0,3.0,-0.0383333333333331,-1.041666666666666,-0.3183333333333333,1.981666666666662,0.1666666666666714,1,0,0,0,0,0,142.0,91.6,4.0,0.852,85.2,0.8606060606060606,86.1
1,2,2,6.79,0.0,55.4kg,5,4.61,26.83,40.24,4.67,27.78,44.44,13,27.78,46.83,19,39.69,52.67,4332,B1,村上,彰一  福岡,福岡,42,55.4,1.0,0.0,0.19,2,0,5.0,5.0,3.0,6.0,1.0,6.0,0.0916666666666667,-0.711666666666666,1.0416666666666663,-8.818333333333335,3.936666666666667,0,1,0,0,0,0,97.0,70.0,6.0,0.018,1.8,0.01818181818181818,1.8
1,2,3,6.81,-0.5,52.1kg,2,5.79,44.78,64.18,5.73,36.36,54.55,14,43.81,62.86,57,37.04,49.63,5111,A2,三村,岳人  岡山,岡山,26,52.1,0.0,0.0,0.15,3,0,6.0,2.0,1.0,1.0,3.0,2.0,0.1116666666666663,0.4683333333333337,2.101666666666667,7.211666666666666,1.2866666666666688,0,0,0,0,1,1,147.0,125.9,1.0,0.04,4.0,0.04040404040404041,4.0
1,2,4,6.61,-0.5,51.5kg,3,4.94,24.32,47.75,4.78,22.22,44.44,74,39.73,60.96,38,37.41,61.15,3934,B1,鋤柄,貴俊  愛知,愛知,49,51.5,0.0,0.0,0.17,2,0,2.0,4.0,2.0,2.0,2.0,3.0,-0.0883333333333329,-0.3816666666666659,1.1516666666666668,3.1316666666666606,1.6566666666666665,0,0,1,0,1,0,145.0,107.9,3.0,0.028,2.8,0.028282828282828285,2.8
1,2,5,6.74,-0.5,53.8kg,4,5.07,25.61,46.34,3.28,5.56,22.22,49,38.3,48.94,20,32.61,46.38,4343,B1,村岡,賢  広島,広島,41,53.8,0.0,0.0,0.17,2,0,4.0,3.0,5.0,4.0,5.0,3.0,0.0416666666666669,-0.251666666666666,-0.3483333333333336,1.7016666666666609,-3.143333333333331,0,0,0,0,0,0,103.0,91.20000000000002,5.0,0.024,2.4,0.024242424242424242,2.4
1,2,6,6.58,-0.5,51.0kg,6,7.24,53.33,76.0,0.0,0.0,0.0,72,31.39,52.55,58,31.85,48.89,4812,A1,西野,雄貴  徳島,徳島,36,51.0,0.0,0.0,0.14,4,0,1.0,1.0,6.0,5.0,6.0,1.0,-0.1183333333333331,1.918333333333334,-3.628333333333333,-5.208333333333336,-3.903333333333329,0,0,1,1,0,1,126.0,123.5,2.0,0.028,2.8,0.028282828282828285,2.8
1,3,1,6.61,-0.5,55.2kg,1,5.11,36.9,48.81,4.65,25.58,41.86,21,32.65,49.66,23,43.8,57.66,3712,B1,淺香,文武  三重,三重,51,55.2,0.0,0.0,0.17,2,1,2.0,3.0,2.0,3.0,1.0,3.0,-0.1066666666666655,0.1766666666666667,0.3850000000000007,4.349999999999998,8.021666666666668,1,0,0,0,0,0,176.0,109.0,3.0,0.866,86.6,0.8391472868217054,83.9
1,3,2,6.83,0.0,51.5kg,2,4.42,23.6,39.33,3.61,16.67,22.22,39,21.84,34.48,75,30.3,49.24,4093,B1,吉田,宗弘  東京,東京,45,51.5,1.0,0.0,0.19,2,0,6.0,4.0,5.0,5.0,6.0,6.0,0.1133333333333341,-0.5133333333333336,-0.6549999999999998,-6.460000000000001,-5.478333333333328,0,1,1,0,0,0,92.0,69.8,6.0,0.002,0.2,0.001937984496124031,0.2
1,3,3,6.81,-0.5,52.0kg,3,6.78,55.68,67.05,5.59,50.0,54.55,31,36.84,48.87,73,37.32,54.23,4910,A1,中村,泰平  愛知,愛知,30,52.0,0.0,0.0,0.15,4,0,4.0,1.0,1.0,1.0,3.0,1.0,0.0933333333333337,1.846666666666667,1.3250000000000002,8.540000000000003,1.5416666666666714,0,0,1,0,1,1,172.0,136.8,1.0,0.026,2.6,0.025193798449612403,2.5
1,3,4,6.59,0.0,52.0kg,5,5.39,31.82,55.68,3.56,11.11,27.78,63,17.02,32.98,50,31.16,47.83,4179,A2,広次,修  山口,山口,43,52.0,0.0,0.0,0.15,3,0,1.0,2.0,6.0,6.0,5.0,1.0,-0.126666666666666,0.4566666666666661,-0.7049999999999996,-11.28,-4.618333333333329,0,0,1,1,0,1,135.0,120.80000000000001,2.0,0.038,3.8,0.036821705426356585,3.7
1,3,5,6.81,-0.5,56.0kg,4,3.65,16.67,25.0,3.85,22.22,33.33,52,26.97,40.45,48,40.44,56.62,3741,B1,松尾,基成  福岡,福岡,52,56.0,0.0,0.0,0.17,2,0,4.0,6.0,4.0,4.0,2.0,3.0,0.0933333333333337,-1.2833333333333337,-0.4149999999999996,-1.3300000000000018,4.661666666666669,0,0,0,0,0,0,89.0,90.80000000000001,4.0,0.044,4.4,0.04263565891472868,4.3
1,3,6,6.65,0.0,52.1kg,6,4.25,23.68,39.47,4.33,11.11,50.0,40,34.48,53.1,22,31.65,54.68,3432,B1,宮迫,暢彦  大阪,大阪,58,52.1,1.0,0.0,0.18,2,0,3.0,5.0,3.0,2.0,4.0,5.0,-0.0666666666666655,-0.6833333333333336,0.0650000000000003,6.179999999999996,-4.12833333333333,0,1,0,0,1,0,96.0,80.3,5.0,0.056,5.6,0.05426356589147287,5.4
1,4,1,6.66,0.0,52.0kg,1,4.15,20.79,37.62,3.76,11.76,35.29,36,33.63,46.9,16,25.18,42.45,4406,B1,幸野,史明  福岡,福岡,41,52.0,0.0,0.0,0.16,2,1,3.0,6.0,5.0,3.0,5.0,2.0,-0.0549999999999997,-1.2266666666666657,-1.3400000000000007,2.360000000000003,-6.198333333333334,1,0,1,0,0,0,141.0,90.70000000000002,5.0,0.834,83.4,0.8834745762711864,88.3
1,4,2,6.74,0.0,55.2kg,5,5.68,39.73,58.9,5.67,33.33,44.44,17,32.45,49.01,63,20.0,35.0,3508,A2,久富,政弘  佐賀,佐賀,54,55.2,0.0,0.0,0.2,3,0,4.0,2.0,2.0,5.0,6.0,6.0,0.0250000000000003,0.3033333333333337,0.5699999999999994,1.1800000000000033,-11.378333333333334,0,0,0,0,0,1,137.0,100.50000000000001,3.0,0.042,4.2,0.04449152542372882,4.4
1,4,3,6.86,-0.5,54.4kg,6,5.22,31.25,49.11,5.65,26.92,57.69,46,37.59,50.35,35,35.71,53.57,4161,B1,黒柳,浩孝  愛知,愛知,44,54.4,0.0,0.0,0.16,2,0,6.0,4.0,3.0,1.0,2.0,2.0,0.1450000000000004,-0.1566666666666663,0.5499999999999998,6.320000000000004,4.331666666666667,0,0,0,0,1,0,127.0,94.69999999999999,4.0,0.016,1.6,0.01694915254237288,1.7
1,4,4,6.76,0.0,52.7kg,2,6.67,44.92,68.64,6.76,47.06,64.71,70,33.58,47.76,62,30.43,45.65,4776,A1,竹田,和哉  香川,愛媛,32,52.7,0.0,0.0,0.16,4,0,5.0,1.0,1.0,4.0,4.0,2.0,0.0449999999999999,1.293333333333334,1.6599999999999993,2.3099999999999987,-0.948333333333334,0,0,0,0,0,1,136.0,116.9,2.0,0.032,3.2,0.03389830508474576,3.4
1,4,5,6.62,-0.5,53.7kg,4,5.65,41.07,58.93,5.12,36.59,48.78,61,13.16,31.58,52,42.14,61.43,5010,A2,宇留田,翔平  三重,三重,29,53.7,0.0,0.0,0.14,3,0,1.0,3.0,4.0,6.0,1.0,1.0,-0.0949999999999997,0.2733333333333343,0.0199999999999995,-18.11,10.761666666666668,0,0,0,1,0,0,127.0,118.9,1.0,0.014,1.4,0.014830508474576272,1.5
1,4,6,6.65,-0.5,51.5kg,3,4.89,22.22,50.0,3.64,9.09,27.27,41,37.21,51.16,36,34.81,51.85,4865,B2,立具,敬司  大阪,和歌山,36,51.5,0.0,0.0,0.17,1,0,2.0,5.0,6.0,2.0,3.0,5.0,-0.0649999999999995,-0.4866666666666663,-1.4600000000000004,5.940000000000001,3.4316666666666684,0,0,1,0,1,0,97.0,80.9,6.0,0.006,0.6,0.006355932203389831,0.6
1,5,1,6.66,-0.5,53.4kg,3,5.43,32.1,56.79,4.93,27.27,43.18,26,31.11,48.15,43,26.87,42.54,3957,B1,大谷,直弘  愛知,愛知,48,53.4,0.0,0.0,0.19,2,0,2.0,4.0,4.0,3.0,6.0,4.0,-0.0499999999999998,-0.0466666666666668,0.3999999999999994,0.7583333333333293,-4.923333333333332,1,0,0,0,0,0,159.0,85.60000000000001,5.0,0.28,28.0,0.5263157894736842,52.6
1,5,2,6.7,0.0,52.2kg,1,7.48,63.33,75.83,6.82,54.55,63.64,38,40.74,59.26,34,36.62,50.0,5278,A1,田中,駿兵  徳島,徳島,23,52.2,1.0,0.0,0.14,4,1,3.0,1.0,1.0,1.0,1.0,2.0,-0.0099999999999997,2.003333333333334,2.29,10.388333333333332,4.826666666666664,0,1,0,0,1,1,182.0,129.70000000000002,2.0,0.086,8.6,0.16165413533834586,16.2
1,5,3,6.78,-0.5,52.0kg,4,5.53,39.73,58.9,5.41,40.63,62.5,22,27.08,34.38,64,30.28,41.55,3747,A2,國崎,良春  福岡,福岡,51,52.0,0.0,0.0,0.16,3,0,5.0,3.0,3.0,4.0,4.0,3.0,0.0700000000000002,0.0533333333333336,0.8799999999999999,-3.271666666666672,-1.513333333333332,0,0,1,0,0,0,123.0,88.1,4.0,0.102,10.2,0.19172932330827067,19.2
1,5,4,6.7,-0.5,56.1kg,2,5.79,41.46,59.76,5.44,39.53,53.49,68,20.88,41.76,37,36.17,53.19,4009,A2,小林,一樹  山口,山口,47,56.1,0.0,0.0,0.13,3,0,3.0,2.0,2.0,6.0,2.0,1.0,-0.0099999999999997,0.3133333333333334,0.91,-9.471666666666671,4.376666666666669,0,0,0,0,0,1,135.0,130.6,1.0,0.046,4.6,0.08646616541353383,8.6
1,5,5,6.82,0.0,52.6kg,6,4.92,27.27,45.45,4.58,26.32,47.37,23,25.0,34.09,18,30.22,43.17,4465,B1,大西,賢  東京,茨城,39,52.6,0.0,0.0,0.2,2,0,6.0,5.0,5.0,5.0,5.0,5.0,0.1100000000000003,-0.5566666666666666,0.0499999999999998,-5.35166666666667,-1.573333333333334,0,0,0,0,0,0,64.0,69.3,6.0,0.0,0.0,0.0,0.0
1,5,6,6.6,-0.5,51.0kg,5,3.71,7.35,30.88,0.0,0.0,0.0,53,37.3,56.35,42,30.6,48.51,5417,B1,小柳,勝希  佐賀,佐賀,20,51.0,1.0,0.0,0.2,2,0,1.0,6.0,6.0,2.0,3.0,5.0,-0.1100000000000003,-1.7666666666666666,-4.53,6.948333333333327,-1.1933333333333316,0,1,1,1,1,0,94.0,94.30000000000001,3.0,0.018,1.8,0.03383458646616541,3.4
1,6,1,6.65,-0.5,52.0kg,1,6.39,44.23,58.65,6.06,40.0,64.0,16,21.1,40.37,24,35.29,55.15,4645,A1,上村,純一  群馬,千葉,46,52.0,0.0,0.0,0.14,4,1,1.0,1.0,1.0,5.0,1.0,1.0,-0.083333333333333,2.345,2.4716666666666662,-4.099999999999998,3.581666666666667,1,0,1,1,0,1,196.0,142.4,1.0,0.87,87.0,0.820754716981132,82.1
1,6,2,6.8,0.0,54.0kg,4,4.57,26.47,45.59,4.33,22.22,33.33,66,14.61,30.34,26,28.57,46.43,4202,B1,浮田,圭浩  岡山,岡山,43,54.0,0.0,0.0,0.19,2,0,5.0,2.0,3.0,6.0,5.0,4.0,0.0666666666666664,0.5250000000000004,0.7416666666666667,-10.59,-3.138333333333332,0,0,0,0,0,1,126.0,91.8,4.0,0.03,3.0,0.028301886792452827,2.8
1,6,3,6.84,-0.5,52.0kg,2,3.71,11.24,28.09,4.32,15.83,40.0,51,28.81,38.98,53,25.56,40.6,3827,B1,今泉,徹  群馬,群馬,52,52.0,0.0,0.0,0.17,2,0,6.0,4.0,4.0,3.0,6.0,2.0,0.1066666666666664,-0.3349999999999999,0.7316666666666669,3.61,-6.148333333333333,0,0,1,0,0,0,113.0,93.0,3.0,0.018,1.8,0.016981132075471694,1.7
1,6,4,6.68,-0.5,52.0kg,3,4.25,15.87,39.68,4.89,30.56,41.67,50,30.66,48.91,66,35.29,47.06,4367,B1,山口,修路  福岡,福岡,40,52.0,0.0,0.0,0.23,2,0,2.0,3.0,2.0,2.0,1.0,5.0,-0.0533333333333336,0.205,1.3016666666666663,5.460000000000001,3.581666666666667,0,0,1,0,1,0,145.0,98.6,2.0,0.092,9.2,0.08679245283018867,8.7
1,6,5,6.74,-0.5,55.2kg,6,3.44,12.5,23.75,0.0,0.0,0.0,58,22.92,36.46,70,30.5,47.52,3459,B1,中野,和裕  佐賀,佐賀,59,55.2,0.0,0.0,0.17,2,0,4.0,5.0,6.0,4.0,4.0,2.0,0.0066666666666668,-0.605,-3.5883333333333334,-2.2799999999999976,-1.208333333333332,0,0,0,0,0,0,90.0,84.19999999999999,6.0,0.024,2.4,0.022641509433962263,2.3
1,6,6,6.69,0.0,51.5kg,5,1.91,1.85,5.56,1.93,0.0,7.14,48,33.1,55.86,33,35.04,56.93,5433,B2,米本,圭佑  東京,東京,21,51.5,0.0,0.0,0.24,1,0,3.0,6.0,5.0,1.0,3.0,6.0,-0.043333333333333,-2.135,-1.6583333333333334,7.900000000000002,3.331666666666667,0,0,1,0,1,0,89.0,84.2,5.0,0.026,2.6,0.02452830188679245,2.5
1,7,1,6.81,-0.5,53.3kg,4,6.3,44.92,66.1,6.55,52.63,68.42,54,20.22,37.08,40,34.06,50.72,4067,A2,永井,源  愛知,福岡,46,53.3,0.0,0.0,0.17,3,0,4.0,2.0,1.0,6.0,4.0,3.0,0.0199999999999995,0.9983333333333332,1.713333333333333,-10.36,-1.9366666666666676,1,0,0,0,0,1,155.0,110.19999999999999,3.0,0.222,22.2,0.20255474452554742,20.3
1,7,2,6.88,-0.5,55.2kg,6,4.25,23.19,31.88,4.13,12.5,37.5,25,25.26,37.89,12,31.11,46.67,5268,B1,山本,幸也  福岡,福岡,25,55.2,0.0,0.0,0.2,2,0,6.0,5.0,5.0,5.0,6.0,6.0,0.0899999999999998,-1.0516666666666667,-0.706666666666667,-5.319999999999997,-4.88666666666667,0,0,0,0,0,0,91.0,67.6,6.0,0.008,0.8,0.0072992700729927005,0.7
1,7,3,6.82,-0.5,51.0kg,1,7.51,63.0,79.0,5.6,40.0,40.0,57,30.16,50.0,61,38.24,59.56,3623,A1,深川,真二  佐賀,佐賀,52,51.0,0.0,0.0,0.14,4,1,5.0,1.0,2.0,4.0,2.0,1.0,0.0300000000000002,2.208333333333333,0.7633333333333328,-0.4199999999999981,2.2433333333333323,0,0,1,0,0,1,145.0,129.3,1.0,0.686,68.6,0.6259124087591241,62.6
1,7,4,6.75,-0.5,52.1kg,2,4.25,23.68,39.47,4.33,11.11,50.0,40,34.48,53.1,22,31.65,54.68,3432,B1,宮迫,暢彦  大阪,大阪,58,52.1,1.0,0.0,0.18,2,0,2.0,5.0,4.0,3.0,5.0,5.0,-0.04,-1.0516666666666667,-0.5066666666666668,3.899999999999999,-4.346666666666671,0,1,0,0,0,0,115.0,78.10000000000001,5.0,0.044,4.4,0.04014598540145985,4.0
1,7,5,6.77,-0.5,57.5kg,3,4.28,17.65,33.82,3.31,7.69,30.77,28,38.58,55.91,17,35.92,56.34,4010,B1,越智,照浩  香川,愛媛,46,57.5,0.0,0.0,0.17,2,0,3.0,4.0,6.0,1.0,3.0,3.0,-0.0200000000000004,-1.0216666666666665,-1.5266666666666668,8.0,-0.0766666666666679,0,0,0,0,1,0,116.0,99.4,4.0,0.034,3.4,0.03102189781021898,3.1
1,7,6,6.71,-0.5,53.5kg,5,5.22,32.76,50.0,5.1,32.17,49.65,64,34.78,54.35,15,45.0,62.14,5090,B1,生方,靖亜  群馬,群馬,25,53.5,0.0,0.0,0.15,2,0,1.0,3.0,3.0,2.0,1.0,2.0,-0.08,-0.081666666666667,0.2633333333333327,4.200000000000003,9.00333333333333,0,0,0,1,1,0,138.0,114.80000000000001,2.0,0.102,10.2,0.09306569343065692,9.3
1,8,1,6.78,-0.5,52.1kg,1,5.91,37.72,60.53,6.11,44.44,55.56,44,27.42,44.35,21,31.43,54.29,4607,A2,鶴田,勇雄  福岡,福岡,37,52.1,0.0,0.0,0.18,3,1,2.0,2.0,2.0,3.0,5.0,4.0,-0.0350000000000001,0.7783333333333333,0.7650000000000006,-0.7766666666666673,-4.504999999999996,1,0,0,0,0,1,179.0,112.50000000000001,2.0,0.38,38.0,0.5234159779614326,52.3
1,8,2,6.79,-0.5,52.6kg,6,4.11,15.22,36.96,5.65,32.39,54.93,55,22.86,32.38,51,35.71,57.14,3538,B2,菊池,峰晴  群馬,栃木,58,52.6,0.0,0.0,0.21,1,0,3.0,5.0,3.0,5.0,4.0,6.0,-0.0250000000000003,-1.0216666666666665,0.3050000000000006,-5.33666666666667,-0.2249999999999943,0,0,0,0,0,0,123.0,75.8,5.0,0.13,13.0,0.1790633608815427,17.9
1,8,3,6.84,-0.5,51.5kg,2,4.94,24.32,47.75,4.78,22.22,44.44,74,39.73,60.96,38,37.41,61.15,3934,B1,鋤柄,貴俊  愛知,愛知,49,51.5,0.0,0.0,0.17,2,0,4.0,3.0,4.0,1.0,3.0,3.0,0.0249999999999994,-0.1916666666666664,-0.5649999999999995,11.533333333333328,1.4750000000000014,0,0,1,0,1,0,142.0,104.6,3.0,0.07,7.0,0.09641873278236916,9.6
1,8,4,6.73,-0.5,56.2kg,4,4.1,14.08,33.8,4.6,20.0,50.0,47,30.14,44.52,45,41.79,59.7,3748,B1,小黒,竜吾  埼玉,埼玉,50,56.2,1.0,0.0,0.16,2,0,1.0,6.0,5.0,2.0,1.0,2.0,-0.0849999999999999,-1.0316666666666672,-0.7450000000000001,1.943333333333332,5.855000000000004,0,1,0,1,1,0,127.0,103.80000000000001,4.0,0.07,7.0,0.09641873278236916,9.6
1,8,5,6.85,0.0,52.0kg,3,7.31,56.1,76.42,7.32,56.0,76.0,67,27.19,50.0,27,38.97,55.88,4852,A1,川原,祐明  香川,愛媛,31,52.0,0.0,0.0,0.15,4,0,5.0,1.0,1.0,4.0,2.0,1.0,0.0349999999999992,2.178333333333333,1.9750000000000003,-1.0066666666666677,3.035000000000004,0,0,1,0,0,1,129.0,127.1,1.0,0.076,7.6,0.1046831955922865,10.5
1,8,6,6.9,0.0,51.5kg,5,4.42,23.6,39.33,3.61,16.67,22.22,39,21.84,34.48,75,30.3,49.24,4093,B1,吉田,宗弘  東京,東京,45,51.5,1.0,0.0,0.19,2,0,6.0,4.0,6.0,6.0,6.0,5.0,0.0849999999999999,-0.7116666666666669,-1.735,-6.356666666666669,-5.6349999999999945,0,1,1,0,0,0,46.0,68.60000000000001,6.0,0.0,0.0,0.0,0.0
1,9,1,6.64,-0.5,52.0kg,6,5.86,40.79,55.26,4.27,9.09,45.45,19,25.25,37.37,65,23.91,39.13,3769,A2,佐竹,恒彦  滋賀,滋賀,52,52.0,0.0,0.0,0.17,3,0,1.0,3.0,5.0,5.0,6.0,5.0,-0.0700000000000002,0.2266666666666674,-0.4850000000000003,-8.274999999999999,-6.748333333333331,1,0,1,1,0,0,156.0,88.9,4.0,0.442,44.2,0.36772046589018303,36.8
1,9,2,6.68,0.0,53.2kg,3,6.3,42.7,59.55,4.6,20.0,60.0,65,36.62,50.0,46,30.28,47.89,4292,A1,麻生,慎介  広島,広島,41,53.2,0.0,0.0,0.14,4,0,3.0,2.0,3.0,3.0,3.0,1.0,-0.0300000000000002,0.666666666666667,-0.1550000000000002,3.094999999999999,-0.3783333333333303,0,0,0,0,0,1,166.0,125.0,2.0,0.054,5.4,0.04492512479201331,4.5
1,9,3,6.82,0.0,52.6kg,5,4.92,27.27,45.45,4.58,26.32,47.37,23,25.0,34.09,18,30.22,43.17,4465,B1,大西,賢  東京,茨城,39,52.6,0.0,0.0,0.2,2,0,6.0,5.0,4.0,6.0,4.0,6.0,0.1100000000000003,-0.7133333333333329,-0.1749999999999998,-8.524999999999999,-0.4383333333333326,0,0,0,0,0,0,80.0,73.10000000000001,6.0,0.014,1.4,0.011647254575707155,1.2
1,9,4,6.73,0.0,52.0kg,1,4.15,20.79,37.62,3.76,11.76,35.29,36,33.63,46.9,16,25.18,42.45,4406,B1,幸野,史明  福岡,福岡,41,52.0,0.0,0.0,0.16,2,1,4.0,6.0,6.0,4.0,5.0,4.0,0.0200000000000004,-1.4833333333333325,-0.995,0.1050000000000039,-5.478333333333332,0,0,1,0,0,0,88.0,77.1,5.0,0.664,66.4,0.5524126455906823,55.2
1,9,5,6.74,-0.5,52.1kg,4,5.79,44.78,64.18,5.73,36.36,54.55,14,43.81,62.86,57,37.04,49.63,5111,A2,三村,岳人  岡山,岡山,26,52.1,0.0,0.0,0.15,3,0,5.0,4.0,1.0,1.0,2.0,2.0,0.0300000000000002,0.1566666666666671,0.9750000000000004,10.285000000000004,6.381666666666668,0,0,0,0,1,0,123.0,102.69999999999999,3.0,0.006,0.6,0.004991680532445923,0.5
1,9,6,6.65,0.0,52.0kg,2,6.78,55.68,67.05,5.59,50.0,54.55,31,36.84,48.87,73,37.32,54.23,4910,A1,中村,泰平  愛知,愛知,30,52.0,0.0,0.0,0.15,4,0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0599999999999996,1.1466666666666674,0.835,3.315000000000005,6.661666666666669,0,0,1,0,1,1,146.0,128.1,1.0,0.022,2.2,0.018302828618968387,1.8
1,10,1,6.79,-0.5,53.6kg,1,6.77,50.89,75.0,6.15,45.83,66.67,34,37.18,57.69,25,28.89,42.22,3412,A1,鈴木,博  埼玉,埼玉,56,53.6,0.0,0.0,0.16,4,1,1.0,1.0,2.0,3.0,6.0,2.0,-0.0950000000000006,0.956666666666667,0.9616666666666668,6.291666666666664,-6.80833333333333,1,0,0,1,0,1,199.0,138.20000000000002,1.0,0.918,91.8,0.7832764505119455,78.3
1,10,2,6.82,0.0,52.0kg,2,5.39,31.82,55.68,3.56,11.11,27.78,63,17.02,32.98,50,31.16,47.83,4179,A2,広次,修  山口,山口,43,52.0,0.0,0.0,0.15,3,0,2.0,4.0,6.0,6.0,5.0,1.0,-0.0650000000000003,-0.4233333333333329,-1.6283333333333334,-13.868333333333336,-4.53833333333333,0,0,1,0,0,0,135.0,92.0,4.0,0.03,3.0,0.025597269624573378,2.6
1,10,3,6.95,-0.5,53.8kg,5,6.12,45.45,62.34,7.22,55.56,80.56,33,38.17,53.44,60,40.44,51.47,3872,A2,岡田,憲行  大阪,大阪,50,53.8,0.0,0.0,0.18,3,0,5.0,3.0,1.0,1.0,1.0,4.0,0.0649999999999995,0.3066666666666675,2.0316666666666663,7.281666666666666,4.741666666666667,0,0,0,0,1,0,143.0,98.2,3.0,0.036,3.6,0.030716723549488054,3.1
1,10,4,7.01,-0.5,52.8kg,6,6.77,47.79,70.8,3.88,12.5,25.0,29,27.59,48.28,54,38.3,55.32,5255,A1,藤原,仙二  滋賀,滋賀,22,52.8,1.0,0.0,0.18,4,0,6.0,1.0,5.0,5.0,3.0,4.0,0.1249999999999991,0.956666666666667,-1.3083333333333336,-3.298333333333336,2.6016666666666666,0,1,0,0,0,1,96.0,104.7,2.0,0.18,18.0,0.15358361774744028,15.4
1,10,5,6.92,0.0,55.4kg,4,4.61,26.83,40.24,4.67,27.78,44.44,13,27.78,46.83,19,39.69,52.67,4332,B1,村上,彰一  福岡,福岡,42,55.4,1.0,0.0,0.19,2,0,4.0,6.0,4.0,4.0,2.0,6.0,0.0349999999999992,-1.2033333333333325,-0.5183333333333335,-3.1083333333333343,3.991666666666667,0,1,0,0,0,0,75.0,78.60000000000001,6.0,0.002,0.2,0.0017064846416382255,0.2
1,10,6,6.82,-0.5,54.4kg,3,5.22,31.25,49.11,5.65,26.92,57.69,46,37.59,50.35,35,35.71,53.57,4161,B1,黒柳,浩孝  愛知,愛知,44,54.4,0.0,0.0,0.16,2,0,2.0,5.0,3.0,2.0,4.0,2.0,-0.0650000000000003,-0.5933333333333328,0.4616666666666669,6.701666666666668,0.0116666666666702,0,0,0,0,1,0,118.0,90.1,5.0,0.006,0.6,0.0051194539249146765,0.5
